TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
571,species,ambduc,American Black Duck,Anas rubripes
572,hybrid,x00941,American Wigeon x American Black Duck (hybrid),Mareca americana x Anas rubripes
573,hybrid,x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes
574,slash,y00600,Mallard/American Black Duck,Anas platyrhynchos/rubripes
575,species,motduc,Mottled Duck,Anas fulvigula
576,issf,motduc1,Mottled Duck (Florida),Anas fulvigula fulvigula
577,issf,motduc2,Mottled Duck (Gulf Coast),Anas fulvigula maculosa
578,hybrid,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula
579,hybrid,y01098,Mallard x Mexican/Mottled Duck (hybrid),Anas platyrhynchos x diazi/fulvigula
580,hybrid,x00922,Mexican x Mottled Duck (hybrid),Anas diazi x fulvigula
581,slash,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula
582,slash,y01099,Mexican/Mottled Duck,Anas diazi/fulvigula
583,slash,y00633,American Black/Mottled Duck,Anas rubripes/fulvigula
584,species,captea1,Cape Teal,Anas capensis
585,species,whcpin,White-cheeked Pintail,Anas bahamensis
586,issf,whcpin1,White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris
589,issf,whcpin2,White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis
590,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis
591,species,rebduc1,Red-billed Duck,Anas erythrorhyncha
592,hybrid,x01222,Yellow-billed x Red-billed Duck (hybrid),Anas undulata x erythrorhyncha
593,hybrid,x01223,Cape Teal x Red-billed Duck (hybrid),Anas capensis x erythrorhyncha
594,species,norpin,Northern Pintail,Anas acuta
595,hybrid,x00837,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta
596,hybrid,x01180,Northern Shoveler x Northern Pintail (hybrid),Spatula clypeata x Anas acuta
597,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta
598,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta
599,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta
600,hybrid,x01087,Pacific Black Duck x Northern Pintail (hybrid),Anas superciliosa x acuta
601,hybrid,x00628,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta
602,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta
603,species,eatpin1,Eaton's Pintail,Anas eatoni
606,species,yebpin1,Yellow-billed Pintail,Anas georgica
607,issf,yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica
608,issf,yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi
611,hybrid,x01150,White-cheeked x Yellow-billed Pintail (hybrid),Anas bahamensis x georgica
612,species,gnwtea,Green-winged Teal,Anas crecca
613,issf,egwtea1,Green-winged Teal (Eurasian),Anas crecca crecca
614,issf,agwtea1,Green-winged Teal (American),Anas crecca carolinensis
615,intergrade,gnwtea1,Green-winged Teal (Eurasian x American),Anas crecca crecca x carolinensis
616,hybrid,x00999,Baikal x Green-winged Teal (hybrid),Sibirionetta formosa x Anas crecca
617,hybrid,x00371,Garganey x Green-winged Teal (hybrid),Spatula querquedula x Anas crecca
618,hybrid,x00673,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca
619,hybrid,x00763,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca
620,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca
621,hybrid,x00372,Eurasian Wigeon x Green-winged Teal (hybrid),Mareca penelope x Anas crecca
622,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca
623,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca
624,hybrid,x00725,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca
625,slash,y00766,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca
626,species,spetea3,Andean Teal,Anas andium
627,issf,andtea2,Andean Teal (Merida),Anas andium altipetens
628,issf,andtea3,Andean Teal (Andean),Anas andium andium
629,species,yebtea1,Yellow-billed Teal,Anas flavirostris
630,issf,spetea2,Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris
631,issf,spetea4,Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera
632,slash,y00367,Yellow-billed Pintail/Yellow-billed Teal,Anas georgica/flavirostris
633,slash,spetea1,Andean/Yellow-billed Teal,Anas andium/flavirostris
634,species,mauduc1,Mauritius Duck,Anas theodori
635,species,andtea1,Andaman Teal,Anas albogularis
636,species,suntea1,Sunda Teal,Anas gibberifrons
637,species,gretea1,Gray Teal,Anas gracilis
640,hybrid,x00926,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis
641,slash,y01373,Sunda/Gray Teal,Anas gibberifrons/gracilis
642,species,chetea1,Chestnut Teal,Anas castanea
645,hybrid,x00925,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea
646,hybrid,x00913,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea
647,slash,y00368,Gray/Chestnut Teal,Anas gracilis/castanea
648,species,bertea1,Bernier's Teal,Anas bernieri
649,species,auitea1,Auckland Islands Teal,Anas aucklandica
650,species,caitea1,Campbell Islands Teal,Anas nesiotis
651,species,brotea1,Brown Teal,Anas chlorotis
652,hybrid,x00878,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis
653,spuh,anas1,Anas sp.,Anas sp.
654,spuh,teal,teal sp.,Anatidae sp. (teal sp.)
655,spuh,dabduc1,dabbling duck sp.,Anatidae sp. (dabbling duck sp.)
656,species,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus
657,species,martea1,Marbled Duck,Marmaronetta angustirostris
658,species,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea
659,species,whwduc1,White-winged Duck,Asarcornis scutulata
660,species,recpoc,Red-crested Pochard,Netta rufina
661,hybrid,x00648,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina
662,species,soupoc1,Southern Pochard,Netta erythrophthalma
665,species,robpoc1,Rosy-billed Pochard,Netta peposaca
666,species,canvas,Canvasback,Aythya valisineria
667,species,redhea,Redhead,Aythya americana
668,hybrid,x00879,Mallard x Redhead (hybrid),Anas platyrhynchos x Aythya americana
669,hybrid,x00684,Canvasback x Redhead (hybrid),Aythya valisineria x americana
670,species,compoc,Common Pochard,Aythya ferina
671,hybrid,x01000,Mallard x Common Pochard (hybrid),Anas platyrhynchos x Aythya ferina
672,hybrid,x00373,Red-crested x Common Pochard (hybrid),Netta rufina x Aythya ferina
673,species,rinduc,Ring-necked Duck,Aythya collaris
674,hybrid,x01001,Mallard x Ring-necked Duck (hybrid),Anas platyrhynchos x Aythya collaris
675,hybrid,x00880,Canvasback x Ring-necked Duck (hybrid),Aythya valisineria x collaris
676,hybrid,x00679,Redhead x Ring-necked Duck (hybrid),Aythya americana x collaris
677,species,ferduc,Ferruginous Duck,Aythya nyroca
678,hybrid,x00374,Red-crested Pochard x Ferruginous Duck (hybrid),Netta rufina x Aythya nyroca
679,hybrid,x00764,Common Pochard x Ferruginous Duck (hybrid),Aythya ferina x nyroca
680,species,madpoc1,Madagascar Pochard,Aythya innotata
681,species,baepoc1,Baer's Pochard,Aythya baeri
682,hybrid,x01093,Common x Baer's Pochard (hybrid),Aythya ferina x baeri
683,hybrid,x00838,Ferruginous Duck x Baer's Pochard (hybrid),Aythya nyroca x baeri
684,slash,y00709,Ferruginous Duck/Baer's Pochard,Aythya nyroca/baeri
685,species,wheduc1,Hardhead,Aythya australis
686,hybrid,x00912,Gray Teal x Hardhead (hybrid),Anas gracilis x Aythya australis
687,species,tufduc,Tufted Duck,Aythya fuligula
688,hybrid,x00375,Mallard x Tufted Duck (hybrid),Anas platyrhynchos x Aythya fuligula
689,hybrid,x00376,Red-crested Pochard x Tufted Duck (hybrid),Netta rufina x Aythya fuligula
690,hybrid,x00683,Common Pochard x Tufted Duck (hybrid),Aythya ferina x fuligula
691,hybrid,x00652,Ring-necked x Tufted Duck (hybrid),Aythya collaris x fuligula
692,hybrid,x00839,Ferruginous x Tufted Duck (hybrid),Aythya nyroca x fuligula
693,species,nezsca1,New Zealand Scaup,Aythya novaeseelandiae
694,species,gresca,Greater Scaup,Aythya marila
697,hybrid,x00680,Redhead x Greater Scaup (hybrid),Aythya americana x marila
698,hybrid,x00779,Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila
699,hybrid,x00654,Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila
700,species,lessca,Lesser Scaup,Aythya affinis
701,hybrid,x00678,Redhead x Lesser Scaup (hybrid),Aythya americana x affinis
702,hybrid,x00613,Ring-necked Duck x Lesser Scaup (hybrid),Aythya collaris x affinis
703,hybrid,x00653,Tufted Duck x Lesser Scaup (hybrid),Aythya fuligula x affinis
704,hybrid,x00377,Canvasback x scaup sp. (hybrid),Aythya valisineria x marila/affinis
705,hybrid,x00681,Redhead x scaup sp. (hybrid),Aythya americana x marila/affinis
706,hybrid,x00682,Ring-necked Duck x scaup sp. (hybrid),Aythya collaris x marila/affinis
707,hybrid,tdxsca1,Tufted Duck x scaup sp. (hybrid),Aythya fuligula x marila/affinis
708,slash,scaup,Greater/Lesser Scaup,Aythya marila/affinis
709,spuh,aythya1,Aythya sp.,Aythya sp.
710,species,steeid,Steller's Eider,Polysticta stelleri
711,species,labduc,Labrador Duck,Camptorhynchus labradorius
712,species,speeid,Spectacled Eider,Somateria fischeri
713,species,kineid,King Eider,Somateria spectabilis
714,hybrid,x00942,Spectacled x King Eider (hybrid),Somateria fischeri x spectabilis
715,species,comeid,Common Eider,Somateria mollissima
716,issf,comeid5,Common Eider (Eurasian),Somateria mollissima mollissima
717,issf,comeid6,Common Eider (Faroe Is.),Somateria mollissima faeroeensis
718,issf,comeid1,Common Eider (Pacific),Somateria mollissima v-nigrum
719,issf,comeid2,Common Eider (Dresser's),Somateria mollissima dresseri
720,issf,comeid3,Common Eider (Northern),Somateria mollissima borealis
721,issf,comeid4,Common Eider (Hudson Bay),Somateria mollissima sedentaria
722,hybrid,x01151,Common Shelduck x Common Eider (hybrid),Tadorna tadorna x Somateria mollissima
723,hybrid,x00881,Mallard x Common Eider (hybrid),Anas platyrhynchos x Somateria mollissima
724,hybrid,x00665,King x Common Eider (hybrid),Somateria spectabilis x mollissima
725,slash,eider,King/Common Eider,Somateria spectabilis/mollissima
726,spuh,eider1,eider sp.,Polysticta/Somateria sp.
727,species,harduc,Harlequin Duck,Histrionicus histrionicus
728,species,sursco,Surf Scoter,Melanitta perspicillata
729,species,whwsco3,Velvet Scoter,Melanitta fusca
730,species,whwsco2,White-winged Scoter,Melanitta deglandi
731,species,whwsco1,Stejneger's Scoter,Melanitta stejnegeri
732,hybrid,x00882,Surf x White-winged Scoter (hybrid),Melanitta perspicillata x deglandi
733,hybrid,x01170,White-winged x Stejneger's Scoter (hybrid),Melanitta deglandi x stejnegeri
734,slash,whwsco,Velvet/White-winged/Stejneger's Scoter,Melanitta fusca/deglandi/stejnegeri
735,slash,whwsco4,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri
736,species,blksco1,Common Scoter,Melanitta nigra
737,species,blksco2,Black Scoter,Melanitta americana
738,slash,dawsco,Surf/Black Scoter,Melanitta perspicillata/americana
739,slash,blksco,Common/Black Scoter,Melanitta nigra/americana
740,spuh,scoter,scoter sp.,Melanitta sp.
741,species,lotduc,Long-tailed Duck,Clangula hyemalis
742,species,buffle,Bufflehead,Bucephala albeola
743,species,comgol,Common Goldeneye,Bucephala clangula
746,hybrid,x00655,Bufflehead x Common Goldeneye (hybrid),Bucephala albeola x clangula
747,hybrid,x00909,Bufflehead x goldeneye sp. (hybrid),Bucephala albeola x clangula/islandica
748,species,bargol,Barrow's Goldeneye,Bucephala islandica
749,hybrid,x01152,Bufflehead x Barrow's Goldeneye (hybrid),Bucephala albeola x islandica
750,hybrid,cxbgol1,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica
751,slash,y00004,Common/Barrow's Goldeneye,Bucephala clangula/islandica
752,species,smew,Smew,Mergellus albellus
753,hybrid,x00378,Common Goldeneye x Smew (hybrid),Bucephala clangula x Mergellus albellus
754,species,hoomer,Hooded Merganser,Lophodytes cucullatus
755,hybrid,x00202,Wood Duck x Hooded Merganser (hybrid),Aix sponsa x Lophodytes cucullatus
756,hybrid,x00424,Bufflehead x Hooded Merganser (hybrid),Bucephala albeola x Lophodytes cucullatus
757,hybrid,x00425,Common Goldeneye x Hooded Merganser (hybrid),Bucephala clangula x Lophodytes cucullatus
758,hybrid,x00426,Barrow's Goldeneye x Hooded Merganser (hybrid),Bucephala islandica x Lophodytes cucullatus
759,hybrid,x00631,goldeneye sp. x Hooded Merganser (hybrid),Bucephala clangula/islandica x Lophodytes cucullatus
760,hybrid,x00379,Smew x Hooded Merganser (hybrid),Mergellus albellus x Lophodytes cucullatus
761,species,auimer1,Auckland Islands Merganser,Mergus australis
762,species,commer,Common Merganser,Mergus merganser
763,issf,goosan1,Common Merganser (Eurasian),Mergus merganser merganser/orientalis
766,issf,commer1,Common Merganser (North American),Mergus merganser americanus
767,hybrid,x00840,Common Eider x Common Merganser (hybrid),Somateria mollissima x Mergus merganser
768,hybrid,x00726,Hooded x Common Merganser (hybrid),Lophodytes cucullatus x Mergus merganser
769,species,bramer1,Brazilian Merganser,Mergus octosetaceus
770,species,rebmer,Red-breasted Merganser,Mergus serrator
771,hybrid,x00614,Ring-necked Duck x Red-breasted Merganser (hybrid),Aythya collaris x Mergus serrator
772,hybrid,x00780,Common x Red-breasted Merganser (hybrid),Mergus merganser x serrator
773,slash,y00224,Common/Red-breasted Merganser,Mergus merganser/serrator
774,species,scsmer1,Scaly-sided Merganser,Mergus squamatus
775,spuh,mergan1,merganser sp.,Mergellus/Lophodytes/Mergus sp.
776,species,blhduc1,Black-headed Duck,Heteronetta atricapilla
777,species,masduc,Masked Duck,Nomonyx dominicus
778,species,rudduc,Ruddy Duck,Oxyura jamaicensis
779,slash,y00710,Masked/Ruddy Duck,Nomonyx dominicus/Oxyura jamaicensis
780,species,andduc1,Andean Duck,Oxyura ferruginea
781,issf,andduc2,Andean Duck (andina),Oxyura ferruginea andina
782,issf,rudduc2,Andean Duck (ferruginea),Oxyura ferruginea ferruginea
783,species,whhduc1,White-headed Duck,Oxyura leucocephala
784,hybrid,x00705,Ruddy x White-headed Duck (hybrid),Oxyura jamaicensis x leucocephala
785,species,macduc1,Maccoa Duck,Oxyura maccoa
786,species,lakduc1,Lake Duck,Oxyura vittata
787,slash,y00601,Andean/Lake Duck,Oxyura ferruginea/vittata
788,species,blbduc1,Blue-billed Duck,Oxyura australis
789,species,musduc1,Musk Duck,Biziura lobata
792,spuh,duck1,duck sp.,Anatidae (duck sp.)
793,spuh,waterf1,waterfowl sp.,Anatidae sp.
795,species,ausbrt1,Australian Brushturkey,Alectura lathami
796,issf,ausbru1,Australian Brushturkey (Purple-pouched),Alectura lathami purpureicollis
797,issf,ausbru2,Australian Brushturkey (Yellow-pouched),Alectura lathami lathami
798,species,watbrt1,Wattled Brushturkey,Aepypodius arfakianus
801,species,brubrt1,Waigeo Brushturkey,Aepypodius bruijnii
802,species,rebbrt1,Red-billed Brushturkey,Talegalla cuvieri
805,species,bkbbrt1,Yellow-legged Brushturkey,Talegalla fuscirostris
810,species,bncbrt1,Red-legged Brushturkey,Talegalla jobiensis
813,spuh,talega1,Talegalla sp.,Talegalla sp.
814,species,mallee1,Malleefowl,Leipoa ocellata
815,species,maleo1,Maleo,Macrocephalon maleo
816,species,molscr1,Moluccan Megapode,Eulipoa wallacei
817,species,niuscr1,Tongan Megapode,Megapodius pritchardii
818,species,micscr1,Micronesian Megapode,Megapodius laperouse
821,species,nicscr1,Nicobar Megapode,Megapodius nicobariensis
824,species,tabscr1,Philippine Megapode,Megapodius cumingii
832,species,sulscr1,Sula Megapode,Megapodius bernsteinii
833,species,tanscr1,Tanimbar Megapode,Megapodius tenimberensis
834,species,dusscr1,Dusky Megapode,Megapodius freycinet
835,issf,dusscr2,Dusky Megapode (Dusky),Megapodius freycinet [freycinet Group]
839,issf,forscr1,Dusky Megapode (Forsten's),Megapodius freycinet forsteni/buruensis
842,species,dusscr3,Biak Megapode,Megapodius geelvinkianus
843,species,melscr1,Melanesian Megapode,Megapodius eremita
844,species,vanscr1,Vanuatu Megapode,Megapodius layardi
845,species,negscr1,New Guinea Megapode,Megapodius decollatus
846,species,orfscr1,Orange-footed Megapode,Megapodius reinwardt
853,species,higgua1,Highland Guan,Penelopina nigra
854,species,blagua1,Black Guan,Chamaepetes unicolor
855,species,siwgua1,Sickle-winged Guan,Chamaepetes goudotii
856,issf,siwgua3,Sickle-winged Guan (Santa Marta),Chamaepetes goudotii sanctaemarthae
857,issf,siwgua7,Sickle-winged Guan (West Andean),Chamaepetes goudotii goudotii/fagani
860,issf,siwgua5,Sickle-winged Guan (East Andean),Chamaepetes goudotii tschudii
861,issf,siwgua6,Sickle-winged Guan (South Andean),Chamaepetes goudotii rufiventris
862,species,watgua1,Wattled Guan,Aburria aburri
863,species,bfpgua1,Black-fronted Piping-Guan,Pipile jacutinga
864,species,trpgua1,Trinidad Piping-Guan,Pipile pipile
865,species,butpig1,Blue-throated Piping-Guan,Pipile cumanensis
866,species,butpig2,White-throated Piping-Guan,Pipile grayi
867,slash,btpgua1,Blue-throated/White-throated Piping-Guan,Pipile cumanensis/grayi
868,species,rtpgua1,Red-throated Piping-Guan,Pipile cujubi
869,issf,retpig2,Red-throated Piping-Guan (White-crested),Pipile cujubi nattereri
870,issf,retpig1,Red-throated Piping-Guan (Gray-crested),Pipile cujubi cujubi
871,hybrid,x01078,White-throated x Red-throated Piping-Guan (hybrid),Pipile grayi x cujubi
872,slash,y00831,White-throated/Red-throated Piping-Guan,Pipile grayi/cujubi
873,species,batgua1,Band-tailed Guan,Penelope argyrotis
874,issf,batgua3,Band-tailed Guan (Santa Marta),Penelope argyrotis colombiana
875,issf,batgua5,Band-tailed Guan (Band-tailed),Penelope argyrotis argyrotis/albicauda
878,species,dulgua3,Yungas Guan,Penelope bridgesi
879,species,dulgua1,Dusky-legged Guan,Penelope obscura
880,species,whcgua1,White-crested Guan,Penelope pileata
881,species,chbgua1,Chestnut-bellied Guan,Penelope ochrogaster
882,species,whbgua1,White-browed Guan,Penelope jacucaca
883,species,beagua1,Bearded Guan,Penelope barbata
884,species,cregua1,Crested Guan,Penelope purpurascens
888,species,rumgua1,Rusty-margined Guan,Penelope superciliaris
889,issf,rumgua5,Rusty-margined Guan (Blue-faced),Penelope superciliaris pseudonyma
890,issf,rumgua6,Rusty-margined Guan (Gray-faced),Penelope superciliaris [superciliaris Group]
894,slash,y01229,Dusky-legged/Rusty-margined Guan,Penelope obscura/superciliaris
895,species,margua1,Marail Guan,Penelope marail
898,species,whwgua1,White-winged Guan,Penelope albipennis
899,species,baugua1,Baudo Guan,Penelope ortoni
900,species,andgua1,Andean Guan,Penelope montagnii
901,issf,andgua7,Andean Guan (Northern),Penelope montagnii [montagnii Group]
905,issf,andgua8,Andean Guan (Southern),Penelope montagnii sclateri/plumosa
